Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
1,0.2352941176470588,0.4182081213682387,0.3663439039293502,0.6666666666666665,0.5,0.0367647058823529,0.0983606557377049,0.1225,0.1250885896527285,0.0,0.0642123287671232,0.1400981996726677,0.3561547482043825,0.4135593220338983,0.0,0.5777122882260084,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5000000000000002,0.0,0.0467289719626168,0.5,0.386459802538787,0.0,0.1115173674588665,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.5,0.0,0.0,0.0
2,0.0,0.4950637470974308,0.391316765949123,0.5555555555555556,0.875,0.2279411764705882,0.5245901639344263,0.0,0.1732813607370659,0.0,0.1215753424657534,0.2065466448445172,0.5030560164904583,0.0,0.0,0.4702445078729567,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.2897196261682244,0.5,0.3244005641748942,0.3477246207701284,0.0,0.0,0.0,0.0,0.0,0.0,0.3636363636363637,0.25,0.0,0.0,0.0
3,0.2352941176470588,0.4349089973815976,0.4223585003026548,0.6666666666666665,0.5,0.0514705882352941,0.1147540983606557,0.10125,0.0861091424521615,0.0,0.1857876712328767,0.1505728314238952,0.3834410394874981,0.4193704600484261,0.0,0.59309515868294,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.0654205607476635,0.5,0.4287729196050776,0.0,0.0767824497257769,0.0,0.0,0.0,0.0,0.0,0.7272727272727275,0.5,0.0,0.0,0.0
4,0.2941176470588235,0.3885811169229189,0.3902947416306546,0.6666666666666665,0.5,0.6691176470588235,0.6065573770491803,0.0,0.0382707299787384,0.0,0.2311643835616438,0.1237315875613748,0.3999410133188545,0.3661016949152542,0.0,0.5791574328965412,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.4166666666666668,0.3333333333333333,0.0747663551401869,0.75,0.4527503526093089,0.0,0.0639853747714808,0.4927536231884058,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0
5,0.2352941176470588,0.5131229364071093,0.4687611501936439,0.7777777777777777,0.5,0.0588235294117647,0.1475409836065573,0.21875,0.1160524450744153,0.0,0.2097602739726027,0.1873977086743044,0.4662370521602308,0.5099273607748184,0.0,0.6665228823649914,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5833333333333336,0.3333333333333333,0.0747663551401869,0.75,0.5895627644569816,0.2240373395565928,0.1535648994515539,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.5,0.0,0.0,0.0
6,0.1764705882352941,0.5175033420618727,0.4667608511414303,0.4444444444444445,0.5,0.1176470588235294,0.2459016393442623,0.0,0.1296952515946137,0.0,0.0273972602739726,0.1302782324058919,0.3286535459838906,0.27409200968523,0.0,0.4972202460326831,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.25,0.0,0.1495327102803738,0.5,0.3385049365303244,0.0466744457409568,0.0548446069469835,0.0,0.6299212598425197,0.0,0.0,0.0451612903225806,0.8181818181818187,0.75,0.0,0.0,0.0
7,0.0,0.4711754616031938,0.400943491019788,0.7777777777777777,0.5,0.0220588235294117,0.0491803278688524,0.11625,0.2425584691708008,0.0,0.1357020547945205,0.2759410801963993,0.6144648399515797,0.0,0.0,0.574386761705187,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.4166666666666668,0.3333333333333333,0.0280373831775701,0.5,0.4485190409026798,0.2975495915985998,0.1042047531992687,0.0,0.0,0.0,0.0,0.0,0.6363636363636366,0.25,0.0,0.0,0.0
8,0.2352941176470588,0.4403125963841563,0.4066434667460963,0.6666666666666665,0.625,0.2647058823529412,0.6065573770491803,0.15,0.1521970233876683,0.0217096336499321,0.0924657534246575,0.1811783960720131,0.4534645543861124,0.4760290556900726,0.0,0.6486996026216678,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666668,0.6666666666666666,0.3364485981308412,0.5,0.3413258110014104,0.2742123687281214,0.3729433272394881,0.4130434782608695,0.0,0.0,0.0,0.0225806451612903,0.9090909090909096,0.75,1.0,0.0,0.0
9,0.1764705882352941,0.3284263672070855,0.3032046808995624,0.6666666666666665,0.5,0.5661764705882353,0.9672131147540984,0.0,0.0,0.0,0.4075342465753424,0.155810147299509,0.4232306956521205,0.3641646489104116,0.0,0.5907103163127223,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.5000000000000002,0.6666666666666666,0.7196261682242993,0.5,0.3300423131170663,0.1050175029171529,0.0,0.3713768115942029,0.0,0.0,0.0,0.0,0.2727272727272728,0.5,0.0,0.0,0.0
10,1.0,0.3210966235741512,0.3409031354692565,0.4444444444444445,0.625,0.5073529411764706,0.9672131147540984,0.0,0.1507795889440113,0.0,0.059931506849315,0.1621931260229132,0.4430673797326054,0.0,0.0,0.4141685917812125,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.25,0.6666666666666666,0.6448598130841123,0.25,0.1445698166431593,0.0,0.0073126142595978,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
